Date,Episode,Hour,Action,Battery_Energy,System_Loss
2024-12-03,4,13,"[0.9883962869644165, -0.8821503520011902, 0.07495038956403732, -0.7825424075126648, 0.9925585389137268]",0.8,14.053844536523645
2024-12-03,4,14,"[0.9897058606147766, -0.8361953496932983, 0.08063613623380661, -0.7784312963485718, 0.9923965334892273]",0.8,14.201496125028905
2024-12-03,4,15,"[0.9921351671218872, -0.8764351010322571, 0.10104916244745255, -0.7493687868118286, 0.9908511638641357]",0.8,14.157766970562193
2024-12-03,4,16,"[0.9817953109741211, -0.7808225154876709, -0.01172217633575201, -0.8369861841201782, 0.9934200048446655]",0.8,11.705230472466008
2024-12-03,4,17,"[0.9934887290000916, -0.7503004670143127, 0.4288932681083679, -0.7865512371063232, 0.9348641037940979]",0.8,8.629015226024416
2024-12-03,4,18,"[0.990737795829773, -0.5703988671302795, 0.43093499541282654, -0.7864595651626587, 0.6982079148292542]",0.8,7.3600991885481
2024-12-03,4,19,"[0.9620599746704102, -0.5139621496200562, 0.039455633610486984, -0.8485612273216248, 0.4793354868888855]",0.8,6.31090010150977
2024-12-03,4,20,"[0.9698607325553894, -0.42661815881729126, 0.3376595675945282, -0.7578310370445251, 0.4836854338645935]",0.8,5.266293306718369
2024-12-03,4,21,"[0.9435834288597107, -0.4055808484554291, 0.20172008872032166, -0.6760660409927368, 0.5027826428413391]",0.8,4.693178505044271
2024-12-03,4,22,"[0.9353654980659485, -0.3518714904785156, 0.08302513509988785, -0.6205363869667053, 0.4816312789916992]",0.8,4.219669683222242
2024-12-03,4,23,"[0.9402912855148315, -0.3684252202510834, 0.2156193107366562, -0.6184662580490112, 0.598377525806427]",0.8,2.552384603404929
2024-12-03,4,24,"[0.8213377594947815, 0.09762536734342575, 0.35151413083076477, -0.6027261018753052, 0.33479073643684387]",0.8,1.9800651547423707
2024-12-03,5,1,"[0.7831822037696838, 0.06289840489625931, 0.3219151794910431, -0.5093492865562439, 0.1654261350631714]",1.2324814403057098,1.8623037405620582
2024-12-03,5,2,"[0.7799946665763855, 0.04072520136833191, 0.30899593234062195, -0.5215770602226257, 0.36737802624702454]",0.8,1.8482382201685073
2024-12-03,5,3,"[0.799095630645752, 0.0358860120177269, 0.35037359595298767, -0.49757522344589233, 0.39962297677993774]",0.8,1.8571335505087758
2024-12-03,5,4,"[0.8102831244468689, 0.05639155954122543, 0.38334760069847107, -0.526436984539032, 0.4127475917339325]",0.8,1.7995907208923594
2024-12-03,5,5,"[0.7449479699134827, -0.01345565915107727, 0.18981093168258667, -0.48531147837638855, 0.38682377338409424]",0.8,2.0193742765981324
2024-12-03,5,6,"[0.8320428729057312, -0.15018115937709808, 0.2711010277271271, -0.496654212474823, 0.42765602469444275]",0.8,2.3615665523260994
2024-12-03,5,7,"[0.8631647229194641, -0.264169305562973, 0.2887871265411377, -0.5145924091339111, 0.6532803177833557]",0.8,3.272763655124721
2024-12-03,5,8,"[0.9074342250823975, -0.1984759271144867, 0.4475870132446289, -0.6279050707817078, 0.724494457244873]",0.8,3.314887569535185
2024-12-03,5,9,"[0.9183422923088074, -0.34320592880249023, 0.2286134958267212, -0.571324348449707, 0.6393683552742004]",0.8,4.797923828881681
2024-12-03,5,10,"[0.9449087381362915, -0.29444992542266846, 0.18949265778064728, -0.629317045211792, 0.8785800337791443]",0.8,4.923640818481674
2024-12-03,5,11,"[0.9727468490600586, -0.2511240839958191, 0.6006467342376709, -0.6300405263900757, 0.8266834020614624]",0.8,6.862582759509573
2024-12-03,5,12,"[0.9901018738746643, -0.5828718543052673, 0.5545676350593567, -0.691257119178772, 0.8314094543457031]",0.8,5.644858661711606
2024-12-03,5,13,"[0.9806222319602966, -0.5418378710746765, 0.39580655097961426, -0.6035224795341492, 0.7954088449478149]",0.8,5.817918767782819
2024-12-03,5,14,"[0.9873712658882141, -0.6833005547523499, 0.4417172074317932, -0.6076925992965698, 0.7854123711585999]",0.8,6.2159638730672935
2024-12-03,5,15,"[0.9812800288200378, -0.7221952676773071, 0.26812365651130676, -0.703615128993988, 0.8708900809288025]",0.8,5.206304712189741
2024-12-03,5,16,"[0.97651207447052, -0.7079013586044312, 0.24001894891262054, -0.636691689491272, 0.7146235108375549]",0.8,5.409605641619409
2024-12-03,5,17,"[0.9850205779075623, -0.6673600077629089, 0.6316244006156921, -0.6374868750572205, 0.7194418907165527]",0.8,3.8679909630735163
2024-12-03,5,18,"[0.958611249923706, -0.447721004486084, 0.42387160658836365, -0.5595057606697083, 0.3477104902267456]",0.8,3.0880878810771946
2024-12-03,5,19,"[0.934689462184906, -0.27865198254585266, 0.3440726697444916, -0.5436201691627502, 0.04597320780158043]",0.8,2.9157843710084315
2024-12-03,5,20,"[0.8874548673629761, -0.37417641282081604, 0.09222691506147385, -0.5363506078720093, 0.16930711269378662]",0.8,2.438610235080642
2024-12-03,5,21,"[0.8729069232940674, -0.34008604288101196, 0.23073694109916687, -0.4124926030635834, 0.169624924659729]",0.8,2.2352540790203337
2024-12-03,5,22,"[0.8551971912384033, -0.3423033058643341, 0.24269652366638184, -0.40224266052246094, 0.2713888883590698]",0.8,3.6972232675983636
2024-12-03,5,23,"[0.9765147566795349, -0.8025847673416138, 0.19078843295574188, -0.5106702446937561, 0.47544825077056885]",0.8,1.396691152080903
2024-12-03,5,24,"[0.7530540823936462, -0.03184313699603081, 0.19053389132022858, -0.31631433963775635, 0.22061322629451752]",0.8,1.1735928874055261
2024-12-03,6,1,"[0.7068864107131958, -0.07839737832546234, 0.12418203800916672, -0.28396567702293396, 0.3123834431171417]",1.307251317501068,1.1274113854451153
2024-12-03,6,2,"[0.6059887409210205, -0.12195666134357452, -0.08134882897138596, -0.2727185785770416, 0.4430232048034668]",0.8,1.1469861974148912
2024-12-03,6,3,"[0.6639999747276306, -0.19328653812408447, -0.004441395867615938, -0.20707294344902039, 0.4225607216358185]",0.8,1.30438826993999
2024-12-03,6,4,"[0.7397564053535461, -0.1395450383424759, 0.19939547777175903, -0.2895389199256897, 0.4619203805923462]",0.8,1.6664804120385035
2024-12-03,6,5,"[0.774567723274231, -0.20508131384849548, 0.07954131811857224, -0.4443419575691223, 0.6431063413619995]",0.8,1.665219061081818
2024-12-03,6,6,"[0.7866133451461792, -0.14590401947498322, 0.13294319808483124, -0.4080759584903717, 0.600039541721344]",0.8,1.8331944064226433
2024-12-03,6,7,"[0.8159797191619873, -0.18930554389953613, 0.1443217545747757, -0.44782334566116333, 0.5977449417114258]",0.8,2.446429598135354
2024-12-03,6,8,"[0.8273077011108398, -0.12289943546056747, 0.281879723072052, -0.6456580758094788, 0.6478109955787659]",0.8,2.4520846143374833
2024-12-03,6,9,"[0.801333487033844, -0.09895545989274979, 0.29913896322250366, -0.607301652431488, 0.7040046453475952]",0.8,2.7382098292498602
