Date,Episode,Total_Reward,Total_Loss
2024-11-27,458,-4290.718646409855,3950.7840395039575
2024-11-27,459,-4193.527822312074,3844.0255064337584
2024-11-27,460,-4114.996609846733,3764.520052517863
2024-11-27,461,-4075.862119907732,3723.937942736357
2024-11-27,462,-4350.759373349217,3978.1529662954576
2024-11-27,463,-3648.9097356308994,3273.5304797427902
2024-11-27,464,-3762.963151760276,3400.138456502931
2024-11-27,465,-3859.013127793527,3484.5358718461075
2024-11-27,466,-3874.4195184058835,3506.0353425384733
2024-11-27,467,-4394.81633838542,4056.120741266639
2024-11-27,468,-4165.325169722032,3814.4422860914933
2024-11-27,469,-4799.0891806735,4432.199553209394
2024-11-27,470,-3927.1458518975633,3577.2247879361826
2024-11-27,471,-3886.381131180041,3545.4807199058014
2024-11-27,472,-4910.652935427633,4557.586221721132
2024-11-27,473,-4080.5978817871464,3739.7894730938137
2024-11-27,474,-4769.844188601481,4423.102665298659
2024-11-27,475,-4195.822543872658,3857.386867768511
2024-11-27,476,-3963.690587317641,3599.6407535763647
2024-11-27,477,-4085.4011727167026,3724.2221559841473
2024-11-27,478,-4205.379860318607,3855.290954310456
2024-11-27,479,-3991.0518075357613,3647.773407385679
2024-11-27,480,-4568.40521547286,4228.708033521926
2024-11-27,481,-4136.734003524613,3795.606680239149
2024-11-27,482,-4613.149794791354,4269.820592441352
2024-11-27,483,-4311.007118094687,3945.3141227438546
2024-11-27,484,-4272.3242157132945,3917.588689864972
2024-11-27,485,-4369.329424414883,4023.8254153064668
2024-11-27,486,-4368.661149855514,4028.6122478763327
2024-11-27,487,-3899.7805673152698,3559.997845050036
2024-11-27,488,-4267.259823420972,3916.466263555744
2024-11-27,489,-3841.5652547900318,3493.379544489033
2024-11-27,490,-4247.259645196402,3890.831555834397
2024-11-27,491,-3872.60718559997,3519.3119856590697
2024-11-27,492,-4022.9296608185023,3680.9913298400843
2024-11-27,493,-3928.75387985812,3578.824944945361
2024-11-27,494,-3854.577279607012,3514.991524670378
2024-11-27,495,-3768.2127080495134,3429.6913589081837
2024-11-27,496,-3986.032501768676,3648.3572489948565
2024-11-27,497,-4190.1666403868985,3837.6019738798104
2024-11-27,498,-4584.146239520521,4227.425649490712
2024-11-27,499,-4689.318898386786,4313.935348490129
2024-11-27,500,-5231.665042702248,4860.561057039414
2024-11-27,501,-4686.566704645021,4317.080813160717
2024-11-27,502,-4161.430397294064,3786.262161294973
2024-11-27,503,-4048.5455419786663,3688.822985835488
2024-11-27,504,-4026.7749685681515,3659.0632373759468
2024-11-27,505,-3857.8729720997753,3496.023980987192
2024-11-27,506,-4128.753398060746,3751.272451400138
2024-11-27,507,-3950.796191292882,3590.711376883673
2024-11-27,508,-4064.0759382795914,3722.7044428438703
2024-11-27,509,-3526.032611109171,3175.193859281524
2024-11-27,510,-4306.25031638545,3952.5614298806154
2024-11-27,511,-3863.3939869046176,3490.9239358601462
2024-11-27,512,-3896.3794179146394,3532.96151441818
2024-11-27,513,-3645.0367419010036,3308.2951523176666
2024-11-27,514,-3671.0021298060315,3329.6363896298444
2024-11-27,515,-4096.001995810448,3752.003812524711
2024-11-27,516,-4564.557262733959,4206.913807056641
2024-11-27,517,-5942.371999794995,5582.441622410531
2024-11-27,518,-5133.9787917217955,4756.284859977739
2024-11-27,519,-5589.855582372137,5224.876310898986
2024-11-27,520,-4574.352225915735,4216.512826835281
2024-11-27,521,-5307.297400989175,4951.700735063081
2024-11-27,522,-4825.638223278402,4463.768462584487
2024-11-27,523,-5065.489754653867,4711.373551610058
2024-11-27,524,-5625.817393757168,5246.529029015683
2024-11-27,525,-6317.915969579868,5946.233165572317
2024-11-27,526,-7129.168698160256,6749.60465712168
2024-11-27,527,-6176.317216184861,5794.037346095287
2024-11-27,528,-6978.355868509502,6595.542169309734
2024-11-27,529,-5627.00493515875,5246.80648417779
2024-11-27,530,-6780.325492607951,6403.969164202218
